Date,DATE,WS_1,WS_2,WS_3,WS_4,WS_5,WS_6,WS_7,WS_8,WS_9
120416,4/16/12,0,0,0,0,0,0,0,0,0
120417,4/17/12,0,0,0,0,0,0,0,0,0
120418,4/18/12,0,0,0,0,0,0,0,0,0
120419,4/19/12,0,0,0,0,0,0,0,0,0
120420,4/20/12,0,0,0,0,0,0,0,0,0
120421,4/21/12,13.6,13.1,12.8,14.7,13.1,11.9,13.7,13.8,12.2
120422,4/22/12,22.1,21.6,21.6,23.5,22.9,23.2,23.3,24.4,22.1
120423,4/23/12,30,31.3,33.3,29.9,32.7,34.4,30.1,30.4,33
120424,4/24/12,2.3,2.2,2.2,2.5,2.3,2.3,2.7,2.6,3.5
120425,4/25/12,0,0,0,0,0,0,0,0,0
120426,4/26/12,12.1,11.9,11.6,11.9,11.8,12,13,13.2,12.5
120427,4/27/12,2.7,2.8,2.9,2.6,2.6,2.4,4.5,4.2,4
120428,4/28/12,0,0,0,0,0,0,0,0,0
120429,4/29/12,0,0,0,0,0,0,0,0,0
120430,4/30/12,0,0,0,0,0,0,0,0,0
120501,5/1/12,19.3,18.7,18.5,19.8,19.6,20.1,24.1,23.9,24.9
120502,5/2/12,1.3,1.4,1.6,1.2,1.4,1.3,1.1,1.2,1.7
120503,5/3/12,2.5,2.4,2.4,2.5,2.7,3,2.9,2.9,2.6
120504,5/4/12,16.1,15.7,15.5,16.6,16,15.8,14.9,15,14.9
120505,5/5/12,0.6,0.7,0.9,0.5,0.9,1.3,0.6,0.6,0.2
120506,5/6/12,0,0,0,0,0,0,0,0,0
120507,5/7/12,0,0,0,0,0,0,0,0,0
120508,5/8/12,40.3,33.3,23.7,45.8,43.9,58.7,112.1,106.9,86
120509,5/9/12,5,5.2,5.5,4.7,4.6,3.9,0.4,0.8,1.3
120510,5/10/12,17.5,18.8,20.5,16,16.5,13.8,2.6,4.3,9.3
120511,5/11/12,2.5,3,3.6,2,2.2,1.3,0.4,0.6,1.7
120512,5/12/12,0,0,0,0,0,0,0,0,0
120513,5/13/12,0,0,0,0,0,0,0,0,0
120514,5/14/12,4.2,3.6,2.7,4.7,4.2,4.9,1.1,1.6,4.3
120515,5/15/12,44.6,48.4,53.3,40.4,40.7,30.9,8.1,13.3,24.8
120516,5/16/12,8.7,9.5,10.5,7.9,8.6,7.8,1.2,2.3,6.3
120517,5/17/12,2.5,2.4,2.2,2.6,1.8,0.8,0.2,0.2,0.3
120518,5/18/12,0,0,0,0,0,0,0,0,0
120519,5/19/12,0,0,0,0,0,0,0,0,0
120520,5/20/12,0,0,0,0,0,0,0,0,0
120521,5/21/12,1.1,1.4,1.8,0.8,1.4,1.6,1.9,2,1.9
120522,5/22/12,3.1,3,2.8,3.1,3.2,3.7,6.4,5.6,3.7
120523,5/23/12,0,0,0,0,0,0,0,0,0
120524,5/24/12,0,0,0,0,0.4,1.1,0,0,0
120525,5/25/12,6.8,6.7,6.4,6.8,6.3,5.9,8.6,8,7.3
120526,5/26/12,0,0,0,0,0,0,0,0,0
120527,5/27/12,0,0,0,0,0,0,0,0,0
120528,5/28/12,2.1,1.8,1.3,2.2,1.3,0.5,0.3,0.6,0.5
120529,5/29/12,64.1,64.2,63.3,62.9,63.7,64.8,42.7,42,41.4
120530,5/30/12,0.4,0.4,0.4,0.4,0.9,1.9,0.3,0.3,0.3
120531,5/31/12,0,0,0,0,0,0,0,0,0
120601,6/1/12,0,0,0,0,0,0,0,0,0
120602,6/2/12,55,54.7,51.2,55.1,54.6,55.4,56.3,60,60.4
120603,6/3/12,7.6,7.7,7.4,7.4,8.9,11,7.5,6.9,7.5
120604,6/4/12,5.3,5.6,5.6,5,5.1,4.5,9.7,9.8,8.4
120605,6/5/12,0.5,0.5,0.5,0.6,0.5,0.6,0,0,0
120606,6/6/12,8.8,8.4,8.4,9,7.6,6.3,14.7,15.7,14.2
120607,6/7/12,1,0.9,0.9,1.1,1,1.2,1,1,1.7
120608,6/8/12,7.9,8.3,9.2,7.4,9.6,12.1,5.7,6,7.6
120609,6/9/12,0.2,0.1,0.1,0.2,0.1,0,0,0,0
120610,6/10/12,0,0,0,0,0,0,0,0,0
120611,6/11/12,0,0,0,0,0,0,0,0,0
120612,6/12/12,19.4,18.8,18.2,20.1,19.7,19.9,22.3,23.2,22.7
120613,6/13/12,22.4,22.9,23.6,22.2,23.3,23.2,26.5,27.1,26.7
120614,6/14/12,0,0,0,0,0,0,0,0,0
120615,6/15/12,0,0,0,0,0,0,0,0,0
120616,6/16/12,0,0,0,0,0,0,0,0,0
120617,6/17/12,0,0,0,0,0,0,0,0,0
120618,6/18/12,0,0,0,0,0,0,0,0,0
120619,6/19/12,0,0,0,0,0,0,0,0,0
120620,6/20/12,0,0,0,0,0,0,0,0,0
120621,6/21/12,0,0,0,0,0,0,0,0,0
120622,6/22/12,0,0,0,0,0,0,0,0,0
120623,6/23/12,0,0,0,0,0,0,0,0,0
120624,6/24/12,0,0,0,0,0,0,0,0,0
120625,6/25/12,38.8,38.5,38.9,39.8,40,37.6,42.6,47.9,50.4
120626,6/26/12,1.2,1.1,0.9,1.5,1.2,0.9,8,7.3,6.1
120627,6/27/12,4.4,4.7,4.6,4.7,6.6,9.2,13.8,12.5,12.8
120628,6/28/12,0,0,0,0,0,0,0,0,0
120629,6/29/12,0,0,0,0,0,0,0.3,0.3,0.3
120630,6/30/12,0,0,0,0,0,0,0,0,0
120701,7/1/12,1.9,1.8,1.4,2.4,2,1.8,0,0,0
120702,7/2/12,0.5,0.5,0.4,0.6,0.4,0,0,0,0
120703,7/3/12,0,0,0,0,8.1,22.2,0,0,0
120704,7/4/12,19.8,19.8,18.3,19.3,12.3,0,30.1,28.5,27.3
120705,7/5/12,0,0,0,0,0,0,0,0,0
120706,7/6/12,0,0,0,0,0,0,0,0,0
120707,7/7/12,0,0,0,0,0,0,0,0,0
120708,7/8/12,0,0,0,0,0,0,0,0,0
120709,7/9/12,0,0,0,0,0,0,0,0,0
120710,7/10/12,0,0,0,0,0,0,0,0,0
120711,7/11/12,0,0,0,0,0,0,0,0,0
120712,7/12/12,0,0,0,0,0,0,0,0,0
120713,7/13/12,0,0,0,0,0,0,0,0,0
120714,7/14/12,0,0,0,0,0,0,0,0,0
120715,7/15/12,1.9,1.8,1.9,1.9,1.6,1.3,2.7,3.1,2.7
120716,7/16/12,1.4,1.5,1.6,1.3,1.4,1.3,1.9,1.9,2.1
120717,7/17/12,7.9,8,7.5,8.9,9.5,10.3,17.7,16,16.2
120718,7/18/12,0.3,0.3,0.2,0.5,0.2,0,0,0,0
120719,7/19/12,0,0,0,0,0,0,0,0,0
120720,7/20/12,0,0,0,0,0,0,0,0,0
120721,7/21/12,0,0,0,0,0,0,0,0,0
120722,7/22/12,0,0,0,0,0,0,0,0,0
120723,7/23/12,10.1,9.5,7.5,11.8,11.5,11.3,12.5,11.9,13.7
120724,7/24/12,12.1,12,10.5,13.7,13.3,11.1,5.8,4.8,4.6
120725,7/25/12,0,0,0,0,0,0,0,0,0
120726,7/26/12,7.5,7.2,5.8,8.7,8.8,8.8,7.5,7.2,7.7
120727,7/27/12,1.6,1.6,1.4,1.7,2,2,1.9,1.7,1.5
120728,7/28/12,12.4,12.4,10.9,13.9,14.3,13.1,12.5,11.2,10.1
120729,7/29/12,16.5,17.9,17.9,17.4,22.4,24.2,20.5,17.1,17.2
120730,7/30/12,0,0,0,0,0,0,0,0,0
120731,7/31/12,0,0,0,0,0,0,0,0,0
120801,8/1/12,8.2,7.7,6.3,8.7,7.9,8.3,1.7,3,4.1
120802,8/2/12,0,0,0,0,0,0,0,0,0
120803,8/3/12,0,0,0,0,0,0,0,0,0
120804,8/4/12,0,0,0,0,0,0,0,0,0
120805,8/5/12,17.6,18.3,17.4,16.8,17.5,17.3,12.9,13.5,9.8
120806,8/6/12,0,0,0,0,0,0,0.7,0.6,0.3
120807,8/7/12,0,0,0,0,0,0,0,0,0
120808,8/8/12,0,0,0,0,0,0,0,0,0
120809,8/9/12,48.3,46.2,44.6,48.6,44.2,41.3,34.7,38,43
120810,8/10/12,78.8,78.2,79,76.9,77.9,79,67.5,72.5,77.6
120811,8/11/12,8.6,8.6,8.8,8.3,8.2,7.9,5.8,6.1,6.8
120812,8/12/12,4.5,4.9,5.6,4,4.1,3.1,13.8,13.4,9.9
120813,8/13/12,0,0,0,0,0,0,0,0,0
120814,8/14/12,0,0,0,0,0,0,0,0,0
120815,8/15/12,8.5,7.7,8.2,8.9,6.9,7.1,6.8,7.5,6.9
120816,8/16/12,0,0,0,0,0,0,0,0,0
120817,8/17/12,2.1,2.1,2.4,2,1.8,1.7,3.4,3.8,3.2
120818,8/18/12,0,0,0,0,0,0,0,0,0
120819,8/19/12,0,0,0,0,0,0,0,0,0
120820,8/20/12,0,0,0,0,0,0,0,0,0
120821,8/21/12,0,0,0,0,0,0,0,0,0
120822,8/22/12,0,0,0,0,0,0,0,0,0
120823,8/23/12,0,0,0,0,0,0,0,0,0
120824,8/24/12,0,0,0,0,0,0,0,0,0
120825,8/25/12,0,0,0,0,0,0,0,0,0
120826,8/26/12,0,0,0,0,0,0,0,0,0
120827,8/27/12,20.2,19.7,15.5,15.4,18,23.6,21.1,21.9,19.7
120828,8/28/12,29.7,29.3,23.6,22.6,17.7,10.4,14.3,13,10.9
120829,8/29/12,0,0,0,0,0,0,0,0,0
120830,8/30/12,0,0,0,0,0,0,0,0,0
120831,8/31/12,0.9,0.9,0.8,0.7,0.6,0.5,0.3,0.5,0.4
120901,9/1/12,0,0,0,0,0,0,0,0,0
120902,9/2/12,11.3,11.7,10.4,8.5,8.9,8.6,1.4,1.5,1.8
120903,9/3/12,0,0,0,0,0,0,0,0,0
120904,9/4/12,17.7,16.4,11.1,13.6,11.7,11.9,11.5,11.4,10
120905,9/5/12,20.7,20.4,16.6,15.7,16.7,19,17.7,17.7,16.7
120906,9/6/12,0,0,0,0,0,0,0,0,0
120907,9/7/12,0,0,0,0,0,0,0,0,0
120908,9/8/12,32.3,30.8,22.9,24.7,21.8,20.8,19.7,19.6,19.4
120909,9/9/12,0,0,0,0,0,0,0,0,0
120910,9/10/12,0,0,0,0,0,0,0,0,0
120911,9/11/12,0,0,0,0,0,0,0,0,0
120912,9/12/12,0,0,0,0,0,0,0,0,0
120913,9/13/12,0,0,0,0,0,0,0,0,0
120914,9/14/12,0,0,0,0,0,0,0,0,0
120915,9/15/12,0,0,0,0,0,0,0,0,0
120916,9/16/12,0,0,0,0,0,0,0,0,0
120917,9/17/12,0,0,0,0,0,0,0,0,0
120918,9/18/12,85.2,83.4,80.3,86.2,83.9,83.2,71,75.3,78.9
120919,9/19/12,2.8,3.2,3.7,2.4,3.5,4.1,4.1,4.2,4.4
120920,9/20/12,0,0,0,0,0,0,0,0,0
120921,9/21/12,0,0,0,0,0,0,0,0,0
120922,9/22/12,3.5,3.6,3.6,3.5,4.5,5.8,4.9,5.4,4.5
120923,9/23/12,2.7,2.8,2.9,2.7,2.6,2.3,3.5,3.6,3
120924,9/24/12,0,0,0,0,0,0,0,0,0
120925,9/25/12,0,0,0,0,0,0,0,0,0
120926,9/26/12,1.1,1.1,1.1,1,1,0.8,1.4,1.3,1.2
120927,9/27/12,0.9,0.8,0.7,0.9,1,1.3,0.5,0.6,1
120928,9/28/12,11.4,11.4,11,11.4,11,10.1,11.8,11.9,12.2
120929,9/29/12,1.8,1.8,1.7,1.8,2.1,2.5,2.7,2.6,2.3
120930,9/30/12,4,3.8,3.3,4.2,3.8,3.8,7.4,7.5,7.4
121001,10/1/12,10.2,10.5,10.5,9.9,10.5,10.6,7.7,7.2,7.5
121002,10/2/12,0,0,0,0,0,0,0,0,0
121003,10/3/12,14.2,14.1,13.6,14.5,14,13.4,14.3,14.4,15.4
121004,10/4/12,3.9,3.9,3.8,3.9,4.6,5.7,3.6,3.4,3.4
121005,10/5/12,0.5,0.4,0.2,0.6,0.5,0.5,0.6,0.5,0.2
121006,10/6/12,7.4,7.8,8,7.2,8.2,8.8,7.1,6.9,5.5
121007,10/7/12,4.6,4.4,4,4.9,4.1,3.3,2.4,2.7,4.7
121008,10/8/12,0.8,0.9,0.9,0.8,1.1,1.6,1.8,1.6,1
121009,10/9/12,0,0,0,0,0,0,0,0,0
121010,10/10/12,8.7,8.7,8.7,8.7,9.2,9.9,9.3,9.6,10.4
121011,10/11/12,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0.2
121012,10/12/12,4,4,4,4,4.1,4.2,3.7,3.9,3.9
121013,10/13/12,0,0,0,0,0,0,0,0,0
121014,10/14/12,9.5,9.3,9.1,9.7,9.6,9.9,9,8.8,8
121015,10/15/12,3.9,3.6,3.1,4.2,3.3,2.7,2.5,2.8,3.1
121016,10/16/12,0.6,0.7,0.7,0.6,0.6,0.5,0.6,0.6,0.4
121017,10/17/12,0,0,0,0,0,0,0,0,0
121018,10/18/12,0,0,0,0,0,0,0,0,0
121019,10/19/12,33.4,33.1,31.7,34,35.2,37.1,36,39.5,42
121020,10/20/12,5.3,5.3,5.1,5.3,5.9,6.6,4.7,5.1,4.6
121021,10/21/12,1.1,1.2,1.3,1.1,1.3,1.3,0.8,1,1.2
121022,10/22/12,0,0,0,0,0,0,0,0,0
121023,10/23/12,0,0,0,0,0,0,0,0,0
121024,10/24/12,0,0,0,0,0,0,0,0,0
121025,10/25/12,0,0,0,0,0,0,0,0,0
121026,10/26/12,0,0,0,0,0,0,0,0,0
121027,10/27/12,0,0,0,0,0,0,0,0,0
121028,10/28/12,0,0,0,0,0,0,0,0,0
121029,10/29/12,20.3,19.6,19.5,19.8,18.4,17.4,21.8,20.1,19.4
121030,10/30/12,40.8,39.9,40.2,39.5,39.3,40.5,49.2,46.3,44.4
121031,10/31/12,2.5,2.5,2.4,2.5,2.3,2.1,2.9,2.5,2.2
121101,11/1/12,0,0,0,0,0,0,0,0,0
121102,11/2/12,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.2,0.1
121103,11/3/12,0,0,0,0,0,0,0,0,0
121104,11/4/12,0,0,0,0,0.3,0.8,0.3,0.2,0.2
121105,11/5/12,0,0,0,0,0,0,0,0,0
121106,11/6/12,0,0,0,0,0,0,0,0,0
121107,11/7/12,0,0,0,0,0,0,0,0,0
121108,11/8/12,2.2,2.1,2,2.4,2.1,1.9,1.5,1.3,1.4
121109,11/9/12,0.3,0.4,0.6,0.3,0.4,0.2,0,0,0
121110,11/10/12,0,0,0,0,0,0,0,0,0
121111,11/11/12,0,0,0,0,0,0,0,0,0
121112,11/12/12,0,0,0,0,0,0,0,0,0
121113,11/13/12,14.2,14.2,14.3,15,15.4,16,17.8,16.4,16.4
121114,11/14/12,0,0,0,0,0,0,0,0,0
121115,11/15/12,0,0,0,0,0,0,0,0,0
121116,11/16/12,0,0,0,0,0,0,0,0,0
121117,11/17/12,0,0,0,0,0,0,0,0,0
121118,11/18/12,0,0,0,0,0,0,0,0,0
121119,11/19/12,0,0,0,0,0,0,0,0,0
121120,11/20/12,0,0,0,0,0,0,0,0,0
121121,11/21/12,0,0,0,0,0,0,0,0,0
121122,11/22/12,0,0,0,0,0,0,0,0,0
121123,11/23/12,0.2,0.2,0.3,0.2,0.3,0.4,0,0,0
121124,11/24/12,1.9,1.9,1.7,2.1,2.4,3,0.9,1.2,1.2
121125,11/25/12,0.3,0.3,0.4,0.2,0.4,0.4,0.9,1,0.7
121126,11/26/12,0,0,0,0,0,0,0,0,0
121127,11/27/12,0,0,0,0,0,0,0,0,0
121128,11/28/12,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0.2
121129,11/29/12,2.6,2.6,2.6,2.6,2.6,2.7,2.8,2.9,3.6
121130,11/30/12,0,0,0,0,0,0,0,0,0
121201,12/1/12,4,3.9,3.7,4.1,4.1,4.2,4.1,4.1,4.2
121202,12/2/12,19.3,19.3,19.1,19.5,19.3,19.1,16,16.1,15.5
121203,12/3/12,1,1.2,1.3,0.9,0.9,0.5,0.6,0.6,1.1
121204,12/4/12,0.7,0.6,0.6,0.7,0.5,0.3,0.8,0.7,0.4
121205,12/5/12,9.5,9.4,9.6,9.7,10.9,12.7,11.4,11.4,11.1
121206,12/6/12,0,0,0,0,0,0,0,0,0
121207,12/7/12,0,0,0,0,0,0,0,0,0
121208,12/8/12,0.9,0.9,0.9,1,1.1,1.3,1.3,1.2,1.1
121209,12/9/12,0.1,0.1,0.2,0.1,0.1,0,0,0,0
121210,12/10/12,25.1,24.8,25.2,25.8,24.7,23.1,23.6,23.9,24.5
121211,12/11/12,0,0,0,0,0,0,0,0,0
121212,12/12/12,0,0,0,0,0,0,0,0,0
121213,12/13/12,0,0,0,0,0,0,0,0,0
121214,12/14/12,0,0,0,0,0,0,0,0,0
121215,12/15/12,0,0,0,0,0,0,0,0,0
121216,12/16/12,8.3,7.9,7.8,9.2,8.8,8.6,7,7.4,8.6
121217,12/17/12,9.3,8.9,8.8,10.3,10.5,11.3,12,11.6,11.3
121218,12/18/12,16.4,16,16.3,18,19.7,22.7,24.9,24.2,21.6
121219,12/19/12,2.6,2.8,3.3,2.6,2.4,1.3,0.8,0.9,1
121220,12/20/12,0,0,0,0,0,0,0,0,0
121221,12/21/12,21.2,20.6,20.8,23.4,23.7,24.7,35.3,34.7,35.9
121222,12/22/12,0.4,0.5,0.7,0.3,1,1.8,3.9,3.4,2.1
121223,12/23/12,0.3,0.2,0.1,0.4,0.3,0.3,0,0,0
121224,12/24/12,0.3,0.4,0.5,0.2,0.6,1,0,0,0
121225,12/25/12,2.6,2.6,2.5,2.5,2.2,1.8,2.3,2.2,2.6
121226,12/26/12,0,0,0,0,0,0,0,0,0
121227,12/27/12,13.4,13.5,13.5,13.1,14.6,17.5,17.3,15.7,16.7
121228,12/28/12,1.4,1.7,2,1.1,1.2,0.6,0.6,0.5,0.9
121229,12/29/12,7.7,7.7,7.6,7.6,7.7,8.3,8.5,7.8,8.1
121230,12/30/12,3.3,3.3,3.3,3.3,3,2.7,3.7,3.2,2.5
121231,12/31/12,0,0,0,0,0,0,0,0,0
